36160913cd6c1e75ba359243a12bd21ada0a27b3a38698aa392f381763356dc88a5c1, Attempt #,Attempt Start,Attempt End,Section #,Q #,Q Type,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match,Score,Out Of
121499accb2f28eb750da317d738c546dd979a524e5456c717d27ec0975a8bc22f79e, 1,1/16/2025 9:31 AM,1/16/2025 9:32 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,0,1
121499accb2f28eb750da317d738c546dd979a524e5456c717d27ec0975a8bc22f79e, 1,1/16/2025 9:31 AM,1/16/2025 9:32 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,UnChecked,0,1
121499accb2f28eb750da317d738c546dd979a524e5456c717d27ec0975a8bc22f79e, 1,1/16/2025 9:31 AM,1/16/2025 9:32 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,Checked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,Checked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,UnChecked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,UnChecked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,Checked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,UnChecked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,Checked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,UnChecked,1,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,1,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,Checked,1,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,my bologna,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,my bologna,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,UnChecked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,Checked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,Checked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,UnChecked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,0,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,1,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,Checked,1,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,1,1
41580c04b79ae871db48eb7fd7a9de164f74b09f4bdc5fd4ed42eda46e0f8d48e98ce, 1,1/16/2025 9:30 AM,1/16/2025 9:37 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,UnChecked,1,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,Checked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,UnChecked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,UnChecked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,Checked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,UnChecked,1,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,1,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,Checked,1,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,NOT,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,REAL,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,Checked,1,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,UnChecked,1,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,Checked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,UnChecked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,UnChecked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,0,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,1,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,Checked,1,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,UnChecked,1,1
202429a45e75e3810859ce198ee0250aa7f16c44c033ca3eb86cf4941fa701006ff0f, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,1,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,Checked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,1,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,1,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,Checked,1,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,1,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,Checked,1,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,UnChecked,1,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,UnChecked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,Checked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,UnChecked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,meat,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,cylinder,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,Checked,1,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,UnChecked,1,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,Checked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,UnChecked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,Checked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,0,1
20380ed7ac17f15878567cbc6869769ac22edf8c7a0c255101c55ded81bb98511cf6f, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,UnChecked,0,1
18877d5a8fab8f28c7d859f6f17faf333ba9190f1d5b03be687445c1e9fd16ac98818, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
18877d5a8fab8f28c7d859f6f17faf333ba9190f1d5b03be687445c1e9fd16ac98818, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
18877d5a8fab8f28c7d859f6f17faf333ba9190f1d5b03be687445c1e9fd16ac98818, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1
18877d5a8fab8f28c7d859f6f17faf333ba9190f1d5b03be687445c1e9fd16ac98818, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,Checked,0,1
18877d5a8fab8f28c7d859f6f17faf333ba9190f1d5b03be687445c1e9fd16ac98818, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1
18877d5a8fab8f28c7d859f6f17faf333ba9190f1d5b03be687445c1e9fd16ac98818, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1
18877d5a8fab8f28c7d859f6f17faf333ba9190f1d5b03be687445c1e9fd16ac98818, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
18877d5a8fab8f28c7d859f6f17faf333ba9190f1d5b03be687445c1e9fd16ac98818, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
18877d5a8fab8f28c7d859f6f17faf333ba9190f1d5b03be687445c1e9fd16ac98818, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,Checked,1,1
18877d5a8fab8f28c7d859f6f17faf333ba9190f1d5b03be687445c1e9fd16ac98818, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,UnChecked,1,1
18877d5a8fab8f28c7d859f6f17faf333ba9190f1d5b03be687445c1e9fd16ac98818, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
18877d5a8fab8f28c7d859f6f17faf333ba9190f1d5b03be687445c1e9fd16ac98818, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
18877d5a8fab8f28c7d859f6f17faf333ba9190f1d5b03be687445c1e9fd16ac98818, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1
18877d5a8fab8f28c7d859f6f17faf333ba9190f1d5b03be687445c1e9fd16ac98818, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1
18877d5a8fab8f28c7d859f6f17faf333ba9190f1d5b03be687445c1e9fd16ac98818, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,UnChecked,1,1
